N° Incident;Open Date & Time;Assign To;Status;Customer;End Customer;N° Dossier Client;Country;HUB;Open By;Brend;Model;Component;Planning Date;Partner;Engineer;Couverture / Délais;Date limite;Etat;Groupe de l'opérateur;Close Date & Time;IB_SLA-GTI;IB_SLA-GTR;Serial #;IB_SLA-GBL
64381;11/24/2016 4:03:37 PM;CHERRIER;IN PROCESS;IBM - SPM;SPM;706012ZYH0;France;Europe;MAGIC;SUN / ORACLE;SERVER;Memory problem;;;;J+2;11/26/2016 4:03:37 PM;O;EXTERNAL_SUPPORT;;NOK;;0534AL5882;NOK
64380;11/24/2016 4:03:31 PM;OBOUCHAM;WAITING CLIENT;AXWAY - AXWAY;AXWAY;NC;France;Europe;OBOUCHAM;DELL;SERVER;HDD problem;;;;J+1;11/25/2016 4:03:31 PM;O;DISPATCH WESTERN EUROPE;;NOK;;1R5CL4J;NOK
64379;11/24/2016 3:48:53 PM;STEPHAN;WAITING CLIENT;ASLEASE - CDISCOUNT;CDISCOUNT;nc;France;Europe;STEPHAN;HP;SERVER;TO BE DEFINED problem;;;;H+4 SITE 24;11/24/2016 7:48:53 PM;O;DISPATCH WESTERN EUROPE;;NOK;;;NOK
64378;11/24/2016 3:46:22 PM;MAGIC;OPENED;;;706012H3ZS;France;Europe;MAGIC;;;;;;;;;O;EXTERNAL_SUPPORT;;NOK;NOK;;NOK
64377;11/24/2016 3:39:40 PM;CHERRIER;SUPPLY CHAIN;IBM - SPM;SPM;706012HZ05;France;Europe;MAGIC;DELL;SERVER;MOTHERBOARD problem;;;;H+4 SITE 24;11/24/2016 7:39:40 PM;O;EXTERNAL_SUPPORT;;NOK;;H584KY1;NOK
64375;11/24/2016 2:57:02 PM;BARKAT;WAITING CLIENT;ANTEMETA - KIABI;KIABI;NC;France;Europe;BARKAT;QUANTUM;ROBOTIC;OPERATING SYSTEM problem;;;;H+4 SITE;11/25/2016 9:57:02 AM;O;DISPATCH WESTERN EUROPE;;NOK;;A0C0152409;NOK
64373;11/24/2016 2:16:53 PM;CHERRIER;PLANNING;SSCS - BAKER MCKENZIE;SSCS - BAKER MCKENZIE;SO 159241;France;Europe;CHERRIER;HP;STORAGE;HDD problem;11/25/2016 12:00:00 PM;livraison sur site;client;J+1;11/25/2016 2:35:06 PM;O;DISPATCH WESTERN EUROPE;;NOK;;3CL822C049;NOK
64370;11/24/2016 1:14:43 PM;STEPHAN;PLANNING;WEBORAMA;WEBORAMA;NC;France;Europe;STEPHAN;DELL;SERVER;HDD problem;11/24/2016 5:00:00 PM;livraison sur site;client;H+4 SITE;11/24/2016 5:14:43 PM;O;DISPATCH WESTERN EUROPE;;NOK;;F5GS65J;NOK
64368;11/24/2016 1:01:16 PM;STEPHAN;CLOSED;EUROPCAR;EUROPCAR;NC;France;Europe;STEPHAN;DELL;SERVER;HDD problem;;;;H+4 SITE 24;11/24/2016 5:26:42 PM;C;DISPATCH WESTERN EUROPE;11/24/2016 1:34:46 PM;OK;;JFDD05J;OK
64354;11/24/2016 11:25:16 AM;OBOUCHAM;CLOSED;ORANGE BUSINESS SERVICES - OBS;OBS;NC;France;Europe;OBOUCHAM;SUN / ORACLE;STORAGE;TO BE DEFINED problem;;;;H+4 SITE;11/25/2016 10:35:56 AM;C;DISPATCH WESTERN EUROPE;11/24/2016 3:36:13 PM;OK;;0744MM2014;OK
64351;11/24/2016 11:05:26 AM;BARKAT;PLANNING;ACTIVIUM ID - SOCAH;ACTIVIUM ID - SOCAH;NC;France;Europe;BARKAT;IBM;SERVER;TO BE DEFINED problem;11/25/2016 10:30:00 AM;HDE;Olivier THIBAULT;H+4 SITE;11/24/2016 3:50:31 PM;O;DISPATCH WESTERN EUROPE;;NOK;;99F0445;NOK
64349;11/24/2016 10:41:27 AM;BARKAT;WAITING CLIENT;APX - MULTI CUSTOMERS;LE PARTENAIRE EUROPEEN;##186310##;France;Europe;BARKAT;DELL;SERVER;CONTROLLER problem;;;;H+4 SITE 24;11/24/2016 3:13:20 PM;O;DISPATCH WESTERN EUROPE;;NOK;;;NOK
64348;11/24/2016 10:22:10 AM;CHERRIER;DIAGNOSTIC;IBM - LABINAL SAFRAN;IBM - LABINAL SAFRAN;706012HZJN;France;Europe;MAGIC;STORAGETEK;STORAGE;HDD problem;;;;J+1;11/25/2016 1:55:39 PM;O;EXTERNAL_SUPPORT;;NOK;;486050003249;NOK
64346;11/24/2016 9:52:51 AM;CHERRIER;PLANNING;ALU - FRANCE - ASN;ALU - FRANCE - HP;N/C;France;Europe;CHERRIER;EMC;STORAGE;HDD problem;11/25/2016 12:00:00 PM;livraison sur site;client;J+1;11/25/2016 10:34:04 AM;O;DISPATCH WESTERN EUROPE;;NOK;;CKM00132100934;NOK
64343;11/24/2016 8:56:49 AM;OBOUCHAM;INTERVENTION;APX - ECONOCOM;TOTAL;##186301##;France;Europe;OBOUCHAM;EMC;STORAGE;HDD problem;11/24/2016 2:30:00 PM;HDE;YOHAN;H+4 SITE 24;11/24/2016 5:32:57 PM;O;DISPATCH WESTERN EUROPE;;NOK;;CK200083501469;NOK
64332;11/23/2016 9:11:46 PM;CHERRIER;INTERVENTION;IBM - SPM;SPM;706012HZ05;France;Europe;MAGIC;DELL;SERVER;MOTHERBOARD problem;11/24/2016 9:00:00 AM;IBM;INSPECTEUR IBM;H+4 SITE 24;11/24/2016 12:20:44 PM;O;EXTERNAL_SUPPORT;;NOK;;H584KY1;NOK
64331;11/23/2016 8:27:13 PM;OBOUCHAM;INTERVENTION;ALU - FRANCE - ALU - FRANCE;SFR FIXE;7-0265507;France;Europe;OBOUCHAM;SUN / ORACLE;STORAGE;HDD problem;11/24/2016 10:00:00 AM;HDE;FRANCK;H+4 SITE;11/24/2016 2:00:34 PM;O;DISPATCH WESTERN EUROPE;;NOK;;0846MM212A;NOK
64326;11/23/2016 5:42:52 PM;CHERRIER;RESOLU;IBM - SPM;SPM;706012H3ZS;France;Europe;MAGIC;DELL;ROBOTIC;DRIVE problem;11/24/2016 8:00:00 AM;livraison sur le PUDO;IBM;H+4 SITE 24;11/24/2016 10:44:50 AM;O;EXTERNAL_SUPPORT;;OK;;78T2986;OK
64318;11/23/2016 3:48:41 PM;STEPHAN;FERME;IBM - SPM;SPM;706012HVG7;France;Europe;MAGIC;DELL;ROBOTIC;CHASSIS problem;11/24/2016 8:30:00 AM;MISE A DISPO PUDO;CLIENT;J+1;11/25/2016 7:56:54 AM;C;EXTERNAL_SUPPORT;11/24/2016 12:21:48 PM;OK;;9LTSXS1;OK
64316;11/23/2016 3:26:35 PM;BARKAT;END OF DIAG;CHEOPS TECHNOLOGY - ALCEANE;ALCEANE;NC;France;Europe;BARKAT;HP;STORAGE;HDD problem;;;;H+4 SITE;11/25/2016 10:24:39 AM;O;DISPATCH WESTERN EUROPE;;NOK;;00C0FF12CDD6;NOK
64314;11/23/2016 3:12:09 PM;STEPHAN;WAITING CLIENT;ALU - FRANCE - ALU - FRANCE;NRJ MOBILE;7-0265473;France;Europe;STEPHAN;IBM;SERVER;BATTERY Problem;;;;BEST_EFFORT;11/30/2016 3:12:09 PM;O;DISPATCH WESTERN EUROPE;;OK;;;OK
64313;11/23/2016 3:05:33 PM;BARKAT;SUPPLY CHAIN;EUROPCAR - EUROPCAR;EUROPCAR;NC;France;Europe;BARKAT;DELL;SERVER;HDD problem;;;;BEST_EFFORT;11/30/2016 3:41:39 PM;O;DISPATCH WESTERN EUROPE;;OK;;;OK
64312;11/23/2016 2:47:27 PM;BARKAT;PLANNING;VIRTUWAYS - EDF ENR PWT;EDF ENR PWT;NC;France;Europe;BARKAT;NETAPP;STORAGE;HDD problem;11/25/2016 6:30:00 PM;CLIENT;CLIENT;J+1;11/24/2016 5:24:42 PM;O;DISPATCH WESTERN EUROPE;;NOK;;500000129391;NOK
64301;11/23/2016 12:57:17 PM;CHERRIER;INTERVENTION;APX - CGG;CGG;N/C;France;Europe;CHERRIER;EMC;STORAGE;TO BE DEFINED problem;;;;H+4 SITE 24;11/23/2016 5:01:55 PM;O;DISPATCH WESTERN EUROPE;;NOK;;;NOK
64296;11/23/2016 12:40:07 PM;CHERRIER;INTERVENTION;EUROPAGES - EUROPAGES;EUROPAGES;N/C;France;Europe;CHERRIER;DELL;SERVER;HDD problem;11/24/2016 12:00:00 PM;livraison suur site;client;J+1;11/25/2016 10:42:21 AM;O;DISPATCH WESTERN EUROPE;;NOK;;5XJXW4J;NOK
64295;11/23/2016 12:38:45 PM;CHERRIER;INTERVENTION;EUROPAGES - EUROPAGES;EUROPAGES;N/C;France;Europe;CHERRIER;DELL;SERVER;Memory problem;11/24/2016 12:00:00 PM;livraison sur site;client;J+1;11/25/2016 11:09:03 AM;O;DISPATCH WESTERN EUROPE;;NOK;;H1D184J;NOK
64294;11/23/2016 12:23:58 PM;OBOUCHAM;INTERVENTION;ALU - FRANCE - ALU - FRANCE;NRJ MOBILE;7-0265404;France;Europe;OBOUCHAM;IBM;SERVER;HDD problem;11/24/2016 10:00:00 AM;HDE;YOANN;BEST_EFFORT;2016-01-12 09:07:42;O;DISPATCH WESTERN EUROPE;;OK;;;OK
64289;11/23/2016 11:43:31 AM;STEPHAN;FERME;IBM - SPM;SPM;706012H3W9;France;Europe;MAGIC;DELL;STORAGE;HDD problem;11/23/2016 2:00:00 PM;PUDO;CLIENT;J+1;11/24/2016 1:15:07 PM;C;EXTERNAL_SUPPORT;11/24/2016 12:18:58 PM;OK;;43S28X1;OK
64285;11/23/2016 11:03:43 AM;STEPHAN;INTERVENTION;ATOS;UNIHA GRENOBLE;[Ticket#161123-BS0121];France;Europe;STEPHAN;DELL;SERVER;HDD problem;11/24/2016 2:00:00 PM;HDE;FRANCK ATHLAN;H+4 SITE;11/24/2016 3:47:29 PM;O;DISPATCH WESTERN EUROPE;;NOK;;JK3VT4J;NOK
64277;11/23/2016 9:19:08 AM;OBOUCHAM;CLOSED;KOMPASS - KOMPASS;KOMPASS;NC;France;Europe;OBOUCHAM;SUN / ORACLE;STORAGE;HDD problem;11/24/2016 12:00:00 PM;livraison sur site;client;H+4 SITE;11/23/2016 2:08:51 PM;C;DISPATCH WESTERN EUROPE;11/24/2016 11:54:25 AM;NOK;;1145FMF00X;NOK
64275;11/23/2016 9:03:47 AM;OBOUCHAM;DIAGNOSTIC;VENTE PRIVEE - VENTE PRIVEE;VENTE PRIVEE;NC;France;Europe;OBOUCHAM;EMC;STORAGE;POWER problem;;;;J+1;11/25/2016 4:45:35 AM;O;DISPATCH WESTERN EUROPE;;NOK;;CK200072100701;NOK
64265;11/22/2016 8:37:18 PM;STEPHAN;INTERVENTION;IBM - SPM;SPM;706012HJD4;France;Europe;MAGIC;DELL;ROBOTIC;DRIVE problem;11/23/2016 11:10:00 AM;LIVRAISON SUR LE PUDO;TECHNICIEN IBM;H+4 SITE 24;11/23/2016 12:32:40 PM;O;EXTERNAL_SUPPORT;;NOK;;X2U78AC028;NOK
64261;11/22/2016 5:47:49 PM;VSAUVAGE;WAITING CLIENT;DFI - PIERRE ET VACANCES;PIERRE ET VACANCES;NC;France;Europe;VSAUVAGE;IBM;STORAGE;BATTERY Problem;;;;BEST_EFFORT;11/29/2016 5:47:49 PM;O;DISPATCH WESTERN EUROPE;;OK;;78N1XAN;OK
64259;11/22/2016 5:17:11 PM;BARKAT;DIAGNOSTIC;CHEOPS - UDAPEI;UDAPEI;NC;France;Europe;BARKAT;HP;SERVER;TO BE DEFINED problem;;;;J+1;11/25/2016 2:38:44 PM;O;DISPATCH WESTERN EUROPE;;NOK;;470064-762;NOK
64258;11/22/2016 5:06:19 PM;BARKAT;WAITING CLIENT;RECAERO - RECAERO;RECAERO;NC;France;Europe;BARKAT;HP;SERVER;HDD problem;;;;J+1;11/24/2016 11:57:03 AM;O;DISPATCH WESTERN EUROPE;;NOK;;DEH47473H7;NOK
64253;11/22/2016 4:29:04 PM;CHERRIER;FERME;IBM - SPM;SPM;706012H2SB;France;Europe;MAGIC;DELL;STORAGE;HDD problem;11/23/2016 8:30:00 AM;livraison sur le PUDO;IBM;H+4 SITE 24;11/23/2016 10:28:17 AM;C;EXTERNAL_SUPPORT;11/24/2016 9:41:57 AM;OK;;;OK
64252;11/22/2016 4:14:07 PM;BARKAT;INTERVENTION;ADOMA;ADOMA;NC;France;Europe;BARKAT;HP;STORAGE;HDD problem;11/23/2016 6:30:00 PM;CLIENT;CLIENT;J+1;11/24/2016 6:19:59 PM;O;DISPATCH WESTERN EUROPE;;NOK;;SGI8120062;NOK
64249;11/22/2016 3:57:38 PM;STEPHAN;FERME;IBM - SPM;SPM;706012HJV1;France;Europe;MAGIC;IBM;STORAGE;HDD problem;11/23/2016 9:00:00 AM;livraison sur pudo;CLIENT;H+8;11/23/2016 3:50:52 PM;C;EXTERNAL_SUPPORT;11/23/2016 10:29:16 AM;OK;;;OK
64243;11/22/2016 2:55:01 PM;BARKAT;PLANNING;ITS OVERLAP - AGATHA DIFFUSION;AGATHA DIFFUSION;48625;France;Europe;BARKAT;HP;STORAGE;HDD problem;11/24/2016 6:30:00 PM;CLIENT;CLIENT;J+1;11/24/2016 10:13:26 AM;O;DISPATCH WESTERN EUROPE;;NOK;;CN8238M704;NOK
64237;11/22/2016 2:19:33 PM;BARKAT;WAITING CLIENT;FNAC - FNAC;FNAC;NC;France;Europe;BARKAT;EMC;STORAGE;TO BE DEFINED problem;;;;H+4 SITE 24;11/22/2016 7:29:08 PM;O;DISPATCH WESTERN EUROPE;;NOK;;FCNMM102500208;NOK
64230;11/22/2016 12:49:48 PM;BARKAT;CLOSED;ORANGE BUSINESS SERVICES - SPM CISCO;SPM CISCO;1611014055;France;Europe;BARKAT;CISCO;NETWORK;FAN problem;11/22/2016 6:30:00 PM;LIVRAISON PAR COURSIER SUR SITE - MAKHAN;CLIENT;H+4 SITE;11/23/2016 12:15:53 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 10:03:29 AM;OK;;;OK
64227;11/22/2016 12:40:05 PM;VSAUVAGE;INTERVENTION;AXIANS-GEA;TERRES DU SUD;NC;France;Europe;VSAUVAGE;IBM;STORAGE;HDD problem;11/23/2016 6:30:00 PM;Livraison sur site;Client;J+1;11/24/2016 2:09:49 PM;O;DISPATCH WESTERN EUROPE;;NOK;;13D0XCC;NOK
64226;11/22/2016 12:27:27 PM;BARKAT;SUPPLY CHAIN;WIPRO - ARCELOR MITTAL;ARCELORMITTAL;NC;France;Europe;BARKAT;EMC;STORAGE;BATTERY Problem;;;;BEST_EFFORT;11/29/2016 12:27:27 PM;O;DISPATCH WESTERN EUROPE;;OK;;;OK
64220;11/22/2016 11:45:00 AM;CHERRIER;WAITING CLIENT;ARCITEK - CSTB;CSTB;N/C;France;Europe;CHERRIER;DELL;STORAGE;HDD problem;;;;BEST_EFFORT;11/29/2016 4:02:11 PM;O;DISPATCH WESTERN EUROPE;;OK;;;OK
64219;11/22/2016 11:43:55 AM;CHERRIER;CLOSED;IBM;Schneider Electric;706012ZSXL;France;Europe;BOISSINOT;EMC;STORAGE;HDD problem;;;;BEST_EFFORT;;C;ADMINISTRATEUR;11/22/2016 11:44:02 AM;OK;;;OK
64213;11/22/2016 11:08:07 AM;OBOUCHAM;CLOSED;INFIDIS-ONERA;INFIDIS - ONERA;NC;France;Europe;OBOUCHAM;SUN / ORACLE;STORAGE;DRIVE problem;11/23/2016 2:30:00 PM;TTS;.;J+1;11/24/2016 2:27:13 PM;C;DISPATCH WESTERN EUROPE;11/24/2016 12:11:29 PM;OK;;0943BR0078;OK
64211;11/22/2016 10:46:31 AM;BARKAT;WAITING CLIENT;AXWAY - AXWAY;AXWAY;NC;France;Europe;BARKAT;DELL;SERVER;HDD problem;;;;J+1;11/24/2016 8:26:58 AM;O;DISPATCH WESTERN EUROPE;;NOK;;1R5CL4J;NOK
64206;11/22/2016 10:18:34 AM;STEPHAN;CLOSED;ATOS - ATOS;CEA GIF SUR YVETTE;[Ticket#161122-BS0083];France;Europe;STEPHAN;SUN / ORACLE;STORAGE;HDD problem;11/22/2016 3:30:00 PM;livraison sur site;client;H+8;11/23/2016 1:30:47 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 9:39:43 AM;OK;;0622AWF01M;OK
64180;11/21/2016 10:07:11 PM;OBOUCHAM;CLOSED;IRI FRANCE - IRI FRANCE;IRI FRANCE;;France;Europe;JAYOUB;NETAPP;SERVER;HDD problem;11/22/2016 10:30:00 AM;HDE;ANTOINE;J+1;11/23/2016 10:15:29 AM;C;DISPATCH WESTERN EUROPE;11/22/2016 11:40:25 AM;OK;;200000656439;OK
64179;11/21/2016 9:41:02 PM;OBOUCHAM;CLOSED;OBS - OBS;OBS;;France;Europe;JAYOUB;EMC;STORAGE;HDD problem;11/22/2016 3:00:00 PM;HDE;PINTO;H+4 SITE 24;11/22/2016 4:41:17 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 7:46:24 AM;OK;;CK290100124;OK
64175;11/21/2016 8:38:39 PM;STEPHAN;WAITING CLIENT;IBM-OFFRATEL;IBM-OFFRATEL;706012H2XX;France;Europe;MAGIC;NETAPP;SERVER;TO BE DEFINED problem;;;;J+1;11/24/2016 2:09:15 PM;O;EXTERNAL_SUPPORT;;NOK;;1300121;NOK
64174;11/21/2016 7:52:51 PM;OBOUCHAM;CLOSED;BIOMERIEUX - BIOMERIEUX;BIOMERIEUX;NC;France;Europe;OBOUCHAM;DELL;STORAGE;HDD problem;11/24/2016 3:00:00 PM;CLIENT;CLIENT;H+4 SITE;11/22/2016 1:00:00 PM;C;DISPATCH WESTERN EUROPE;11/24/2016 12:38:47 PM;NOK;;D1MKT2J;NOK
64165;11/21/2016 4:59:44 PM;CHERRIER;FERME;IBM - SPM;SPM;706012HD5X;France;Europe;MAGIC;DELL;STORAGE;HDD problem;11/23/2016 8:00:00 AM;livraison sur le PUDO;IBM;H+4 SITE 24;11/22/2016 11:13:50 AM;C;EXTERNAL_SUPPORT;11/23/2016 10:32:05 AM;NOK;;;NOK
64161;11/21/2016 4:27:47 PM;BARKAT;CLOSED;CH ROBERT BALLANGER - CH ROBERT BALLANGER;CH BALLANGER;NC;France;Europe;BARKAT;IBM;STORAGE;HDD problem;11/23/2016 6:30:00 PM;CLIENT;CLIENT;H+8;11/24/2016 11:39:39 AM;C;DISPATCH WESTERN EUROPE;11/23/2016 2:14:04 PM;OK;;13D01TY;OK
64159;11/21/2016 4:15:10 PM;BARKAT;CLOSED;ALU - FRANCE - ALU - FRANCE;SFR FIXE;FSR 7-0265317;France;Europe;BARKAT;SUN / ORACLE;SERVER;HDD problem;11/22/2016 11:00:00 AM;HDE;FRANCK;H+4 SITE 24;11/21/2016 8:15:10 PM;C;DISPATCH WESTERN EUROPE;11/22/2016 7:19:07 AM;OK;;0846MM212A;OK
64154;11/21/2016 3:34:37 PM;VSAUVAGE;PLANNING;INFIDIS - INSTITUT CURIE;INSTITUT CURIE;NC;France;Europe;VSAUVAGE;OVERLAND;ROBOTIC;DRIVE problem;11/30/2016 10:30:00 AM;NEXEYA;Dominique DEJARDIN;J+1;11/23/2016 10:55:37 AM;O;DISPATCH WESTERN EUROPE;;NOK;;2B83800079;NOK
64151;11/21/2016 3:12:44 PM;CHERRIER;WAITING CLIENT;IBM-OFFRATEL;IBM-OFFRATEL;706012H20D;France;Europe;MAGIC;NETAPP;STORAGE;TO BE DEFINED problem;;;;J+1;11/24/2016 11:01:28 AM;O;EXTERNAL_SUPPORT;;NOK;;1300121;NOK
64150;11/21/2016 3:12:44 PM;STEPHAN;WAITING CLIENT;IBM-OFFRATEL;IBM-OFFRATEL;706012H24S;France;Europe;MAGIC;NETAPP;STORAGE;TO BE DEFINED problem;;;;J+1;11/24/2016 1:57:53 PM;O;EXTERNAL_SUPPORT;;NOK;;1300121;NOK
64149;11/21/2016 3:06:01 PM;BARKAT;WAITING CLIENT;WIPRO-ARCELOR MITTAL;ARCELORMITTAL;NC;France;Europe;VSAUVAGE;EMC;STORAGE;BATTERY Problem;;;;BEST_EFFORT;11/28/2016 4:20:22 PM;O;DISPATCH WESTERN EUROPE;;OK;;CKM00105200798;OK
64148;11/21/2016 3:05:59 PM;BARKAT;PLANNING;WIPRO-ARCELOR MITTAL;ARCELORMITTAL;NC;France;Europe;VSAUVAGE;EMC;STORAGE;HDD problem;11/25/2016 12:00:00 PM;NEXEYA;Christophe KOZIOL;H+4 SITE;11/22/2016 11:58:05 AM;O;DISPATCH WESTERN EUROPE;;NOK;;CKM00105200798;NOK
64144;11/21/2016 2:49:50 PM;BARKAT;PLANNING;WIPRO - ARCELOR MITTAL;ARCELORMITTAL;NC;France;Europe;BARKAT;EMC;STORAGE;HDD problem;11/25/2016 12:00:00 PM;NEXEYA;Christophe KOZIOL;H+4 SITE 24;11/23/2016 11:39:15 AM;O;DISPATCH WESTERN EUROPE;;NOK;;SL7FA104900004;NOK
64143;11/21/2016 2:39:16 PM;BARKAT;CLOSED;APX - CGG;CGG;NC;France;Europe;BARKAT;EMC;STORAGE;HDD problem;11/22/2016 6:30:00 PM;CLIENT;CLIENT;H+4 SITE 24;11/22/2016 10:26:35 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 10:08:30 AM;OK;;CKM00100100084;OK
64142;11/21/2016 2:36:03 PM;STEPHAN;FERME;IBM - SPM;SPM;706012HJV1;France;Europe;MAGIC;IBM;STORAGE;HDD problem;11/22/2016 9:00:00 AM;livraison sur pudo;client;H+8;11/22/2016 3:25:37 PM;C;EXTERNAL_SUPPORT;11/22/2016 9:42:35 AM;OK;;;OK
64141;11/21/2016 2:32:44 PM;CHERRIER;FERME;IBM - SPM;SPM;706012HJVV;France;Europe;MAGIC;IBM;STORAGE;HDD problem;11/22/2016 8:30:00 AM;livraison sur le PUDO;IBM;H+8;11/22/2016 3:23:53 PM;C;EXTERNAL_SUPPORT;11/22/2016 9:33:10 AM;OK;;;OK
64140;11/21/2016 2:31:45 PM;STEPHAN;DIAGNOSTIC;EUROPCAR;EUROPCAR;nc;France;Europe;STEPHAN;DELL;SERVER;HDD problem;;;;H+4 SITE 24;11/21/2016 6:31:45 PM;O;DISPATCH WESTERN EUROPE;;NOK;;82Y0M1J;NOK
64139;11/21/2016 2:30:28 PM;BARKAT;PLANNING;WIPRO - ARCELOR MITTAL;ARCELORMITTAL;NC;France;Europe;BARKAT;EMC;STORAGE;HDD problem;11/25/2016 12:00:00 PM;NEXEYA;Christophe KOZIOL;H+4 SITE 24;11/23/2016 11:24:33 AM;O;DISPATCH WESTERN EUROPE;;NOK;;CKM00110201121;NOK
64138;11/21/2016 2:22:59 PM;CHERRIER;FERME;IBM - SPM;SPM;706012H0MF;France;Europe;MAGIC;IBM;STORAGE;HDD problem;11/22/2016 8:30:00 AM;Livraison sur le PUDO;IBM;H+8;11/22/2016 4:01:11 PM;C;EXTERNAL_SUPPORT;11/22/2016 5:02:33 PM;OK;;;OK
64136;11/21/2016 2:13:50 PM;BARKAT;PLANNING;WIPRO-ARCELOR MITTAL;ARCELORMITTAL;NC;France;Europe;VSAUVAGE;EMC;STORAGE;HDD problem;11/25/2016 12:00:00 PM;NEXEYA;Christophe KOZIOL;H+4 SITE 24;11/21/2016 7:24:26 PM;O;DISPATCH WESTERN EUROPE;;NOK;;SL7FA104900014;NOK
64134;11/21/2016 1:31:06 PM;OBOUCHAM;CLOSED;ALU - FRANCE - ALU - FRANCE;BOUYGUES TELECOM;7-0265302;France;Europe;OBOUCHAM;HP;SERVER;HDD problem;11/22/2016 2:00:00 PM;HDE;YOANN;H+4 SITE;11/22/2016 5:58:24 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 11:56:54 AM;OK;;CZ2041GFBN;OK
64132;11/21/2016 1:02:43 PM;OBOUCHAM;WAITING CLIENT;BT - BT;BT - BT;NC;France;Europe;OBOUCHAM;HP;SERVER;Memory problem;;;;H+4 SITE 24;11/21/2016 5:02:43 PM;O;DISPATCH WESTERN EUROPE;;NOK;;CZJ839096M;NOK
64126;11/21/2016 12:18:28 PM;STEPHAN;FERME;IBM - SPM;SPM;706012H57W;France;Europe;MAGIC;QUANTUM;ROBOTIC;PCI cards problem;11/23/2016 9:00:00 AM;livraison sur pudo;client;J+1;11/23/2016 11:55:54 PM;C;EXTERNAL_SUPPORT;11/23/2016 9:56:20 AM;OK;;A0C0110914;OK
64116;11/21/2016 10:52:08 AM;STEPHAN;CLOSED;CHEOPS-LINDT & SPRUNGLI SA;LINDT;NC;France;Europe;STEPHAN;HP;ROBOTIC;PICKER problem;11/23/2016 10:00:00 AM;nexeya;Sebastien Dufau;J+1;11/22/2016 1:59:59 PM;C;DISPATCH WESTERN EUROPE;11/24/2016 11:55:50 AM;NOK;;USX548Z01D;NOK
64112;11/21/2016 10:38:48 AM;VSAUVAGE;SUPPLY CHAIN;ADITIA LEASE - LIVRE DIFFUSION;LIVRE DIFFUSION;NC;France;Europe;VSAUVAGE;SUN / ORACLE;STORAGE;HDD problem;;;;BEST_EFFORT;11/30/2016 4:03:13 PM;O;DISPATCH WESTERN EUROPE;;OK;;;OK
64103;11/21/2016 10:02:06 AM;CHERRIER;CLOSED;ITS OVERLAP - ITAC DHL;ITAC DHL;I1611_776;France;Europe;CHERRIER;CISCO;NETWORK;TO BE DEFINED problem;11/21/2016 3:00:00 PM;HDE;Franck ATHLAN;H+4 SITE 24;11/21/2016 6:37:40 PM;C;DISPATCH WESTERN EUROPE;11/22/2016 9:46:03 AM;OK;;FCQ1647Y7KR;OK
64099;11/21/2016 9:27:44 AM;STEPHAN;CLOSED;ITS OVERLAP - DARTY-ATOS;ATOS INFOGERANCE;48620;France;Europe;STEPHAN;IBM;STORAGE;HDD problem;11/22/2016 3:00:00 PM;best info;jolivet/mayor;H+4 SITE 24;11/21/2016 2:36:06 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 9:45:21 AM;NOK;;0647D9R;NOK
64098;11/21/2016 9:18:29 AM;STEPHAN;CLOSED;ORANGE - ORANGE;ORANGE;nc;France;Europe;STEPHAN;EMC;STORAGE;HDD problem;11/22/2016 2:30:00 PM;HDE;ALAIN ATHLAN;J+1;11/23/2016 12:51:59 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 9:33:40 AM;OK;;CK290103175;OK
64093;11/21/2016 8:45:18 AM;STEPHAN;PLANNING;ORANGE BUSINESS SERVICES - ORANGE BUSINESS SERVICES;ORANGE OBS;NC;France;Europe;STEPHAN;EMC;STORAGE;HDD problem;11/25/2016 3:00:00 PM;hde;ANTOINE - BASTIEN;BEST_EFFORT;11/25/2016 6:00:00 PM;O;DISPATCH WESTERN EUROPE;;OK;;CK290102209;OK
64092;11/21/2016 8:37:35 AM;STEPHAN;CLOSED;APX;AEROPORT BORDEAUX;NC;France;Europe;STEPHAN;EMC;SERVER;HDD problem;11/22/2016 12:00:00 PM;livraison sur site;client;H+4 SITE 24;11/22/2016 2:08:50 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 3:36:28 PM;NOK;;FCNMM095000044;NOK
64068;11/20/2016 11:20:41 AM;JAYOUB;CLOSED;ORANGE BUSINESS SERVICES - AKDN;ORANGE - AKDN;;France;Europe;JAYOUB;NETAPP;SERVER;HDD problem;11/22/2016 11:00:00 AM;AKDN;POLLET;J+1;11/23/2016 10:48:21 AM;C;DISPATCH WESTERN EUROPE;11/23/2016 9:09:33 AM;OK;;200000363197;OK
64056;11/19/2016 3:37:45 PM;OBOUCHAM;CLOSED;IRI FRANCE - IRI FRANCE;IRI FRANCE;;France;Europe;JAYOUB;NETAPP;SERVER;HDD problem;11/21/2016 2:00:00 PM;HDE;FANELLI;J+1;11/22/2016 12:37:25 PM;C;DISPATCH WESTERN EUROPE;11/21/2016 12:44:52 PM;OK;;200000656439;OK
